hour,day_of_week,month,is_weekend,is_rush_hour,is_night,is_monsoon,weather_main,road_type,is_junction,is_urban,is_highway,Year,Number of Vehicles Involved,Number of Casualties,Number of Fatalities,Speed Limit (km/h),Driver Age,year,target_binary
14.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2020,1,8,4,55,28,2025.0,0
22.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2019,4,2,3,32,24,2025.0,1
23.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2023,3,5,1,70,56,2025.0,0
7.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2022,4,3,1,39,54,2025.0,0
2.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2021,5,5,3,115,19,2025.0,1
17.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2021,2,2,2,51,29,2025.0,0
2.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2018,4,5,4,93,30,2025.0,0
15.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2023,5,2,0,38,66,2025.0,1
9.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2023,1,1,4,50,24,2025.0,0
6.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2018,2,9,4,75,56,2025.0,1
19.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2021,2,8,5,47,57,2025.0,1
13.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2020,2,6,3,80,18,2025.0,1
17.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2022,1,2,1,53,22,2025.0,1
13.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2020,4,8,4,112,38,2025.0,0
16.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2018,1,8,4,39,58,2025.0,1
16.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2022,2,7,4,100,33,2025.0,1
4.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2019,3,8,2,50,54,2025.0,1
19.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2023,1,0,1,75,50,2025.0,1
5.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2022,4,1,2,69,46,2025.0,0
11.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2020,1,3,3,99,31,2025.0,1
10.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,4,3,0,88,69,2025.0,1
19.0,5.0,10.0,1,1,0,0,Rain,rural,0,1,0,2023,5,8,0,43,56,2025.0,1
2.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2023,1,5,1,74,40,2025.0,0
16.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2023,2,9,4,39,27,2025.0,0
16.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2022,4,1,3,45,40,2025.0,0
3.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2023,4,1,1,67,63,2025.0,0
17.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2020,1,7,3,55,36,2025.0,1
21.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2020,2,5,5,118,54,2025.0,0
9.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2023,4,10,4,77,32,2025.0,1
17.0,5.0,10.0,1,1,0,0,Other,urban,0,1,0,2023,1,2,5,117,50,2025.0,0
5.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2023,5,6,5,120,26,2025.0,1
22.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2019,2,2,2,32,63,2025.0,0
11.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2022,5,1,4,84,21,2025.0,0
21.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,2,1,2,79,27,2025.0,1
2.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2022,4,3,5,103,29,2025.0,1
11.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2019,1,5,1,71,59,2025.0,0
2.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2019,4,8,0,76,65,2025.0,1
0.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2020,3,6,2,82,27,2025.0,0
6.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2023,3,1,2,58,67,2025.0,1
1.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2018,2,1,5,50,65,2025.0,0
19.0,5.0,10.0,1,1,0,0,Other,rural,0,1,0,2021,4,6,4,51,68,2025.0,1
5.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2021,5,2,5,101,58,2025.0,1
6.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2021,4,8,5,92,52,2025.0,0
9.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2021,1,3,5,55,48,2025.0,0
10.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2020,2,5,1,108,68,2025.0,0
21.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2021,1,3,0,86,70,2025.0,1
16.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2020,5,9,3,46,27,2025.0,0
11.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2019,4,3,5,66,18,2025.0,0
22.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2022,1,10,5,104,35,2025.0,1
17.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2018,3,4,2,41,47,2025.0,1
6.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2023,4,2,4,92,49,2025.0,1
17.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2018,1,3,4,112,32,2025.0,1
4.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2018,4,9,3,108,46,2025.0,1
11.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2021,3,0,1,112,32,2025.0,0
4.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2022,5,6,3,60,55,2025.0,1
16.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2023,1,8,0,96,40,2025.0,0
1.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2020,4,5,3,36,34,2025.0,1
12.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2018,5,6,1,120,37,2025.0,0
16.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2023,2,2,2,56,60,2025.0,1
7.0,5.0,10.0,1,1,0,0,Other,rural,0,1,0,2018,1,1,3,47,59,2025.0,0
5.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2023,1,6,0,52,33,2025.0,1
9.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2018,3,5,0,31,30,2025.0,0
6.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2019,4,5,3,98,44,2025.0,1
15.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2023,2,10,2,110,28,2025.0,1
5.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2022,3,2,0,76,22,2025.0,1
23.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2021,3,9,5,116,62,2025.0,1
2.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2018,2,9,5,111,67,2025.0,1
11.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2021,2,7,0,30,39,2025.0,1
4.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2021,5,1,5,33,66,2025.0,0
17.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2022,3,7,1,78,42,2025.0,1
18.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2020,4,5,1,106,58,2025.0,1
9.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2023,3,4,4,55,53,2025.0,1
22.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2021,2,2,3,41,63,2025.0,0
17.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2020,4,0,2,111,40,2025.0,1
20.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2022,2,4,3,98,24,2025.0,1
4.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2018,1,8,3,116,37,2025.0,1
6.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2018,3,10,2,62,55,2025.0,0
0.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2022,1,8,5,33,52,2025.0,0
20.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2023,2,10,5,69,43,2025.0,1
13.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2019,1,1,2,31,48,2025.0,1
2.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2019,5,10,1,100,40,2025.0,1
20.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,4,10,1,37,35,2025.0,1
16.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2019,5,7,3,77,63,2025.0,0
17.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2023,1,1,2,87,31,2025.0,0
10.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2020,3,10,2,90,54,2025.0,1
10.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,5,2,2,85,52,2025.0,1
0.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2022,2,9,4,37,37,2025.0,1
5.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2022,3,9,2,33,46,2025.0,1
18.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2019,3,2,5,35,32,2025.0,0
3.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2021,4,3,4,103,39,2025.0,0
12.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2020,2,1,2,70,46,2025.0,1
5.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2020,5,5,5,58,35,2025.0,0
18.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2023,5,5,1,113,53,2025.0,1
14.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2022,3,5,5,67,57,2025.0,1
11.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2019,2,6,1,65,66,2025.0,1
0.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2019,1,0,1,55,23,2025.0,1
1.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2021,2,10,1,112,55,2025.0,0
18.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2019,5,8,2,58,19,2025.0,1
10.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2018,1,2,1,111,56,2025.0,1
5.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2018,1,5,1,96,58,2025.0,1
5.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2019,2,3,5,35,48,2025.0,1
7.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2019,2,5,2,67,47,2025.0,0
23.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2023,5,8,3,112,28,2025.0,1
0.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2019,2,8,2,50,33,2025.0,1
12.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,1,10,0,90,48,2025.0,1
9.0,5.0,10.0,1,1,0,0,Clear,urban,0,1,0,2022,3,8,1,96,25,2025.0,1
6.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2020,4,6,1,56,43,2025.0,1
16.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2022,1,4,0,91,39,2025.0,1
6.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2020,3,4,1,57,47,2025.0,1
12.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2023,2,4,0,37,67,2025.0,1
1.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2023,3,1,4,53,50,2025.0,1
23.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2020,3,9,3,47,45,2025.0,0
19.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2022,4,0,3,47,23,2025.0,1
19.0,5.0,10.0,1,1,0,0,Clear,urban,0,1,0,2019,5,4,3,103,67,2025.0,1
2.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2018,5,0,2,101,66,2025.0,0
12.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2019,2,6,5,49,51,2025.0,1
5.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2023,1,10,1,31,64,2025.0,1
0.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2022,1,8,1,89,20,2025.0,1
8.0,5.0,10.0,1,1,0,0,Fog,urban,0,1,0,2023,1,1,3,30,59,2025.0,1
1.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2021,1,3,1,110,48,2025.0,0
7.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2022,5,8,5,112,23,2025.0,1
10.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2019,3,3,2,90,66,2025.0,1
19.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2022,4,2,0,119,62,2025.0,1
17.0,5.0,10.0,1,1,0,0,Rain,urban,0,1,0,2023,5,10,3,68,61,2025.0,0
23.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2021,3,9,5,104,22,2025.0,0
0.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2021,5,5,3,99,27,2025.0,1
14.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2023,3,8,5,100,69,2025.0,1
2.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2021,2,6,2,88,23,2025.0,1
18.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2023,3,2,3,120,27,2025.0,0
15.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2020,1,9,1,38,67,2025.0,1
12.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2019,2,10,3,41,34,2025.0,0
4.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2023,4,9,4,41,49,2025.0,1
3.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2022,2,4,4,49,34,2025.0,1
17.0,5.0,10.0,1,1,0,0,Clear,urban,0,1,0,2019,3,7,1,89,19,2025.0,0
10.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2023,5,7,3,58,62,2025.0,1
17.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2020,1,2,1,89,54,2025.0,1
8.0,5.0,10.0,1,1,0,0,Other,highway,0,1,0,2019,4,3,1,80,68,2025.0,0
21.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2023,3,1,4,35,51,2025.0,1
9.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2022,3,10,2,82,60,2025.0,1
22.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2020,1,1,1,111,55,2025.0,0
6.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2023,4,0,3,82,27,2025.0,1
5.0,5.0,10.0,1,0,1,0,Other,rural,0,1,0,2020,1,10,1,95,19,2025.0,1
6.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2020,2,8,4,100,30,2025.0,1
1.0,5.0,10.0,1,0,1,0,Fog,rural,0,1,0,2020,2,2,2,96,26,2025.0,0
0.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2022,4,1,2,115,64,2025.0,1
6.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2021,4,2,3,60,46,2025.0,1
0.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2019,1,2,2,71,62,2025.0,1
11.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2022,2,0,2,40,42,2025.0,1
21.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2019,5,1,4,115,48,2025.0,1
15.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2019,4,7,2,100,34,2025.0,1
12.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2020,4,6,1,62,46,2025.0,1
21.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2022,3,0,3,79,54,2025.0,0
14.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2023,2,9,4,88,59,2025.0,0
21.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2022,1,2,1,70,25,2025.0,1
10.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2018,3,8,4,76,33,2025.0,0
13.0,5.0,10.0,1,0,0,0,Rain,rural,0,1,0,2020,1,8,5,62,60,2025.0,1
21.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2023,3,2,2,100,63,2025.0,0
14.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2022,2,8,1,76,23,2025.0,1
4.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2020,3,7,1,54,50,2025.0,0
23.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2019,4,5,2,33,30,2025.0,1
3.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2023,4,0,2,35,41,2025.0,0
15.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2023,1,10,3,42,68,2025.0,0
20.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2023,5,1,0,34,38,2025.0,0
5.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2020,2,2,5,77,21,2025.0,1
1.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2019,2,9,2,32,48,2025.0,1
7.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2021,2,4,5,94,48,2025.0,1
23.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2023,1,0,1,87,34,2025.0,1
12.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2020,5,7,4,73,38,2025.0,1
22.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2020,5,4,1,110,57,2025.0,0
23.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2021,1,1,4,40,42,2025.0,1
21.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2018,2,3,0,72,59,2025.0,1
14.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2020,3,10,5,84,36,2025.0,1
11.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2021,2,0,4,101,36,2025.0,1
16.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2021,3,2,5,53,61,2025.0,1
9.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2021,2,7,5,52,30,2025.0,0
13.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2018,3,1,0,66,33,2025.0,1
3.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2023,3,5,1,111,37,2025.0,1
6.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2020,4,3,0,100,44,2025.0,1
3.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2022,1,3,0,77,70,2025.0,1
16.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2022,1,9,4,109,21,2025.0,1
7.0,5.0,10.0,1,1,0,0,Fog,rural,0,1,0,2018,3,7,3,57,70,2025.0,1
10.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2023,1,5,1,57,53,2025.0,0
2.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2020,2,6,4,118,18,2025.0,1
12.0,5.0,10.0,1,0,0,0,Storm,urban,0,1,0,2020,3,6,4,98,18,2025.0,1
15.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2023,4,6,3,113,64,2025.0,1
4.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2018,4,0,5,51,54,2025.0,1
4.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2022,1,4,1,81,26,2025.0,1
11.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2020,2,3,2,115,54,2025.0,1
11.0,5.0,10.0,1,0,0,0,Clear,rural,0,1,0,2018,3,6,2,83,57,2025.0,1
14.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2022,1,7,5,118,19,2025.0,0
7.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2023,4,0,1,59,23,2025.0,1
0.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2021,3,7,1,32,25,2025.0,1
16.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2018,4,10,5,113,49,2025.0,0
19.0,5.0,10.0,1,1,0,0,Fog,urban,0,1,0,2023,4,0,2,67,27,2025.0,0
3.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2020,2,9,4,35,18,2025.0,0
16.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2022,2,4,2,94,68,2025.0,1
5.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2019,3,10,1,38,42,2025.0,1
0.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2020,3,0,5,90,37,2025.0,0
13.0,5.0,10.0,1,0,0,0,Other,rural,0,1,0,2020,1,10,2,40,60,2025.0,1
16.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2018,3,1,4,46,41,2025.0,0
3.0,5.0,10.0,1,0,1,0,Rain,rural,0,1,0,2018,3,4,3,69,51,2025.0,0
0.0,5.0,10.0,1,0,1,0,Clear,rural,0,1,0,2018,4,4,0,82,64,2025.0,1
18.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2018,4,4,5,104,35,2025.0,0
19.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2018,2,8,4,31,52,2025.0,1
3.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2019,2,10,1,55,20,2025.0,1
11.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2019,3,4,2,82,54,2025.0,1
9.0,5.0,10.0,1,1,0,0,Fog,rural,0,1,0,2022,3,10,3,101,67,2025.0,1
18.0,5.0,10.0,1,1,0,0,Fog,rural,0,1,0,2019,1,8,1,112,49,2025.0,1
6.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2020,2,8,2,96,43,2025.0,1
9.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2021,4,3,5,109,43,2025.0,0
10.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2019,4,5,3,65,49,2025.0,1
7.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2023,4,2,5,83,59,2025.0,1
20.0,5.0,10.0,1,0,0,0,Storm,highway,0,1,0,2022,1,3,0,111,18,2025.0,1
12.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2023,5,2,0,40,35,2025.0,0
1.0,5.0,10.0,1,0,1,0,Storm,rural,0,1,0,2023,5,6,4,84,57,2025.0,1
9.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2021,3,3,2,54,24,2025.0,0
11.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2018,5,3,2,32,46,2025.0,0
10.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2020,3,10,2,30,35,2025.0,1
3.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2019,4,6,5,91,22,2025.0,1
3.0,5.0,10.0,1,0,1,0,Other,highway,0,1,0,2019,3,6,1,107,20,2025.0,1
22.0,5.0,10.0,1,0,1,0,Other,urban,0,1,0,2018,4,3,4,105,27,2025.0,1
17.0,5.0,10.0,1,1,0,0,Rain,rural,0,1,0,2022,3,8,4,67,35,2025.0,1
12.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2020,4,3,5,34,24,2025.0,0
12.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2020,3,0,2,41,62,2025.0,1
19.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2022,3,6,5,42,39,2025.0,1
2.0,5.0,10.0,1,0,1,0,Storm,highway,0,1,0,2020,1,10,3,33,23,2025.0,0
19.0,5.0,10.0,1,1,0,0,Clear,urban,0,1,0,2021,5,8,3,55,25,2025.0,0
9.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2023,4,4,1,100,33,2025.0,0
18.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2018,5,3,5,100,18,2025.0,1
0.0,5.0,10.0,1,0,1,0,Rain,urban,0,1,0,2021,3,9,5,107,25,2025.0,1
15.0,5.0,10.0,1,0,0,0,Fog,urban,0,1,0,2018,2,6,0,119,31,2025.0,1
21.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2021,2,7,3,50,43,2025.0,1
19.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2019,2,9,5,35,61,2025.0,1
19.0,5.0,10.0,1,1,0,0,Clear,highway,0,1,0,2022,3,10,0,54,54,2025.0,0
16.0,5.0,10.0,1,0,0,0,Other,urban,0,1,0,2020,5,7,2,83,50,2025.0,1
12.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2023,1,7,5,46,51,2025.0,0
14.0,5.0,10.0,1,0,0,0,Rain,highway,0,1,0,2022,2,1,0,41,28,2025.0,1
5.0,5.0,10.0,1,0,1,0,Clear,urban,0,1,0,2018,3,1,1,33,62,2025.0,1
18.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2018,3,9,1,83,46,2025.0,1
8.0,5.0,10.0,1,1,0,0,Clear,rural,0,1,0,2021,1,10,3,80,19,2025.0,1
8.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2023,1,0,1,49,28,2025.0,0
23.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2022,5,8,3,96,39,2025.0,1
10.0,5.0,10.0,1,0,0,0,Rain,urban,0,1,0,2022,2,1,2,90,19,2025.0,1
22.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2018,5,2,5,41,21,2025.0,1
13.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2021,4,7,0,103,40,2025.0,1
1.0,5.0,10.0,1,0,1,0,Rain,highway,0,1,0,2018,5,9,5,107,48,2025.0,1
12.0,5.0,10.0,1,0,0,0,Other,highway,0,1,0,2020,5,10,3,64,68,2025.0,1
3.0,5.0,10.0,1,0,1,0,Clear,highway,0,1,0,2023,2,3,0,47,34,2025.0,1
13.0,5.0,10.0,1,0,0,0,Storm,rural,0,1,0,2022,2,1,1,90,45,2025.0,0
8.0,5.0,10.0,1,1,0,0,Storm,rural,0,1,0,2021,4,5,1,100,61,2025.0,1
23.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2023,5,2,0,112,41,2025.0,1
4.0,5.0,10.0,1,0,1,0,Storm,urban,0,1,0,2021,3,9,1,54,19,2025.0,1
7.0,5.0,10.0,1,1,0,0,Rain,highway,0,1,0,2022,2,9,4,117,54,2025.0,1
8.0,5.0,10.0,1,1,0,0,Storm,highway,0,1,0,2021,2,9,3,41,46,2025.0,1
5.0,5.0,10.0,1,0,1,0,Fog,highway,0,1,0,2022,2,8,4,63,46,2025.0,1
15.0,5.0,10.0,1,0,0,0,Clear,urban,0,1,0,2023,2,6,2,46,49,2025.0,0
22.0,5.0,10.0,1,0,1,0,Fog,urban,0,1,0,2023,4,5,4,50,33,2025.0,1
20.0,5.0,10.0,1,0,0,0,Clear,highway,0,1,0,2021,2,3,3,62,70,2025.0,0
7.0,5.0,10.0,1,1,0,0,Rain,rural,0,1,0,2022,1,5,1,43,70,2025.0,0
16.0,5.0,10.0,1,0,0,0,Fog,highway,0,1,0,2020,3,1,1,97,39,2025.0,0
11.0,5.0,10.0,1,0,0,0,Fog,rural,0,1,0,2018,5,4,5,86,27,2025.0,0
8.0,5.0,10.0,1,1,0,0,Fog,highway,0,1,0,2018,1,0,1,53,48,2025.0,1
